           tile     partscheme          cycle    flushcycles       accesses     L2accesses        locxfer       ctocxfer       ptopxfer        memxfer         locAAT        ctocAAT        ptopAAT         memAAT       totalAAT      memcycles     ahopcycles     amemnohops   amemwithhops        L1reads     L1rdMisses       L1writes     L1wrMisses      L1wrBacks        L2reads     L2rdMisses       L2writes     L2wrMisses      L2wrBacks
              0              1      262815582       28284834       11079999        2553168        1373696          20893              0        1158579      13.000000      58.581104           -nan     338.293701      23.719820      173786850       8.035086      15.684735      35.373646        8719490         192659        2360509        1011210        1011921         185206         178458        2347069         980121        1975288
              1              1      270187937       29200438       11260000        2551712        1384349          19536              0        1147827      12.999999      51.385750           -nan     346.077148      23.995377      172174050       8.704608      15.290768      35.278572        8898017         189729        2361983         991980         992717         182055         175144        2350121         972683        1958676
              2              1      284144038       33556797       11380000        2588558        1399793          19961              0        1168804      12.999999      51.962276           -nan     354.084839      24.968719      175320600       9.562693      15.406029      36.366940        8984819         193377        2395181        1011932        1012698         185687         178706        2382910         990098        1993971
              3              1      282241917       38859999       10810000        2481492        1337254          19550              0        1124688      13.000000      57.833965           -nan     362.273499      26.109335      168703200      10.503119      15.606216      37.691456        8515447         186939        2294553         978363         979146         179520         172837        2282422         951851        1917013
              4              1      299469060       32607175       12320000        2818961        1521545          21533              0        1275883      12.999999      50.907864           -nan     346.013000      24.307552      191382450       8.773264      15.534289      35.833775        9712589         211550        2607411        1106677        1107532         203077         195423        2594351        1080460        2174766
              5              1      273837275       24089853       11800000        2682139        1454573          21068              0        1206498      12.999999      44.744068           -nan     337.842468      23.206549      180974700       7.869710      15.336840      34.542904        9317767         199906        2482233        1045813        1046630         191938         184735        2469133        1021763        2058077
              6              1      267743774       26513206       11100000        2525886        1365748          19441              0        1140697      13.000000      44.565968           -nan     345.845459      24.121061      171104550       8.706237      15.414824      35.540977        8762678         188564        2337322         987586         988250         181009         174154        2325436         966543        1946036
              7              1      281381251       33728164       11200000        2562993        1384571          19909              0        1158513      13.000001      51.802452           -nan     354.088745      25.123325      173776950       9.607527      15.515799      36.626465        8828831         191824        2371169        1004837        1005560         184231         177361        2358853         981152        1975644
              8              1      294172994       34899755       11860000        2685804        1456351          20685              0        1208768      13.000001      50.711674           -nan     354.066345      24.803793      181315200       9.515834      15.287959      36.086346        9373935         199739        2486065        1044789        1045536         191643         184313        2473476        1024455        2062890
              9              1      259210646       25826683       10720000        2442466        1319010          18294              0        1105162      13.000000      43.824532           -nan     345.834808      24.180098      165774300       8.716077      15.464021      35.653309        8460446         182912        2259554         956451         957181         175559         168930        2248613         936232        1884066
             10              1      261847040       23221777       11260000        2560844        1386424          19869              0        1154551      13.000000      43.986862           -nan     337.823730      23.254622      173182650       7.874280      15.380342      34.638962        8890006         190850        2369994         999119         999783         183141         176186        2357834         978365        1970543
             11              1      283583954       30950674       11770000        2674642        1448222          20760              0        1205660      13.000000      51.180347           -nan     346.082245      24.093796      180849000       8.728543      15.365250      35.450935        9294932         199574        2475068        1045111        1045823         191551         184302        2462331        1021358        2056880
             12              1      300398456       41638550       11520000        2640999        1423278          21067              0        1196654      13.000000      57.911282           -nan     362.290955      26.076256      179498100      10.494823      15.581432      37.633415        9077391         198390        2442609        1038919        1039699         190544         183431        2429388        1013223        2041767
             13              1      293959486       34793393       11720000        2673418        1442395          20743              0        1210280      13.000001      51.759773           -nan     354.080841      25.081867      181542000       9.591936      15.489932      36.564587        9246683         200101        2473317        1047507        1048281         192124         184895        2460551        1025385        2064957
             14              1      290152980       31672099       11990000        2734528        1478267          21657              0        1234604      13.000001      51.674332           -nan     346.054749      24.199583      185190600       8.754161      15.445420      35.633076        9459966         204494        2530034        1069420        1070303         196316         188897        2516555        1045707        2106850
             15              1      264101530       28033863       11169944        2563648        1378857          20627              0        1164164      12.999999      57.350319           -nan     338.267761      23.643944      174624600       8.010509      15.633436      35.255249        8799235         192939        2370709        1012358        1012616         185436         178582        2357585         985582        1983902
