           tile     partscheme          cycle    flushcycles       accesses     L2accesses        locxfer       ctocxfer       ptopxfer        memxfer         locAAT        ctocAAT        ptopAAT         memAAT       totalAAT      memcycles     ahopcycles     amemnohops   amemwithhops        L1reads     L1rdMisses       L1writes     L1wrMisses      L1wrBacks        L2reads     L2rdMisses       L2writes     L2wrMisses      L2wrBacks
              0              1      129921971         616754        7999999        1785982        1290215           5326              0         490441      13.000000      68.714607           -nan     341.952026      16.240248       73566150       7.044478       9.195770      20.963415        6337148         123131        1662851         686724         686874         123083         122963        1657573         367478         739778
              1              1      219644078        1052960       12959944        2921968        2101723           9892              0         810353      13.000000      52.226849           -nan     349.531708      16.947920      121552950       7.568792       9.379127      21.855347       10241768         203792        2718176        1137111        1136887         203704         203382        2708372         606971        1218678
              2              1      175201109         885073        9000000        2199553        1545693           6847              0         647013      12.999999      61.666862           -nan     357.543762      19.466789       97051950       8.683240      10.783550      25.703941        6963046         162599        2036954         907261         907449         162535         162326        2030171         484687         977137
              3              1      195761543        1121034       11000000        2465230        1777776           8371              0         679083      13.000000      61.546886           -nan     365.777649      17.796503      101862450       8.536282       9.260222      22.581217        8705449         170679        2294551         953004         953143         170605         170390        2286254         508693        1025962
              4              1      182804192         803920       11000000        2450756        1771755           8370              0         670631      13.000001      51.721146           -nan     349.350677      16.618563      100594650       7.473595       9.144968      21.298672        8717701         168457        2282299         941273         941369         168381         168210        2274005         502421        1013322
              5              1      178560696         721896       11000000        2462051        1776422           8370              0         677259      13.000000      43.000000           -nan     341.202271      16.232792      101588850       6.997441       9.235350      21.007483        8708135         170186        2291865         950471         950601         170112         169922        2283569         507337        1023227
              6              1      121116607         491739        7000000        1623398        1168347           5329              0         449722      13.000000      42.993244           -nan     349.165649      17.302372       67458300       7.665473       9.636901      22.432495        5489653         113051        1510347         631174         631242         113000         112782        1505069         336940         679297
              7              1      172407417         931719       10000000        2234657        1613483           7607              0         613567      13.000001      63.395424           -nan     358.052032      17.240742       92035050       8.037237       9.203505      21.968891        7919495         154152        2080505         860987         861122         154082         153968        2072968         459599         926997
              8              1      190182527         985874       11000000        2466718        1778472           8365              0         679881      13.000000      49.548714           -nan     357.459930      17.289320      101982150       8.018216       9.271105      22.093657        8704238         170956        2295762         954049         954225         170886         170630        2287467         509251        1027143
              9              1      201170998         873174       12000000        2689571        1939408           9130              0         741033      13.000000      44.996494           -nan     349.203796      16.764250      111154950       7.501338       9.262913      21.564295        9496652         186223        2503348        1040008        1040143         186138         185900        2494303         555133        1119578
             10              1      227151241         811665       14000000        3133800        2261247          10651              0         861902      13.000000      43.851749           -nan     341.076660      16.225090      129285300       6.990425       9.234664      20.998190       11082944         216744        2917056        1209269        1209522         216649         216401        2906500         645501        1302063
             11              1      355087877        1793154       21000000        4752204        3427311          15983              0        1308910      13.000000      51.572609           -nan     349.375946      16.908947      196336500       7.559589       9.349357      21.776270       16576725         328929        4423275        1836900        1837139         328777         328366        4407444         980544        1977402
             12              1      291374196        1768630       16000000        3639874        2607849          12172              0        1019853      13.000000      49.747288           -nan     365.507751      18.210888      152977950       8.649765       9.561122      23.297762       12616591         256465        3383409        1431497        1431675         256359         255771        3371343         764082        1540589
             13              1      173252442         801932        9000000        2177627        1536808           6236              0         634583      13.000000      56.747272           -nan     358.724396      19.250273       95187450       8.673888      10.576383      25.293377        6981590         159217        2018410         889005         889147         159158         159048        2012233         475535         956916
             14              1      186620094         979806       11000000        2480821        1784056           8370              0         688395      13.000000      52.819355           -nan     349.634979      16.965464      103259250       7.578259       9.387204      21.880634        8692191         173012        2307809         966164         966281         172936         172672        2299515         515723        1039975
             15              1      148717947         657830        9000000        2033181        1461123           6849              0         565209      13.000001      60.335087           -nan     341.804565      16.524218       84781350       7.104066       9.420150      21.465668        7108906         142087        1891094         793275         793385         142024         141776        1884308         423433         853871
