           tile     partscheme          cycle    flushcycles       accesses     L2accesses        locxfer       ctocxfer       ptopxfer        memxfer         locAAT        ctocAAT        ptopAAT         memAAT       totalAAT      memcycles     ahopcycles     amemnohops   amemwithhops        L1reads     L1rdMisses       L1writes     L1wrMisses      L1wrBacks        L2reads     L2rdMisses       L2writes     L2wrMisses      L2wrBacks
              0              1      128992534         762968        7999999        1785982        1290215            395              0         495372      13.000000      69.156960           -nan     338.848724      16.124069       74305800       6.835843       9.288226      20.982025        6337148         123131        1662851         684759         684909         123083         122963        1662504         372409         745400
              1              1      218801805        1309923       12959944        2921970        2101725            713              0         819532      13.000000      52.357643           -nan     346.853973      16.882929      122929800       7.397563       9.485365      21.933577       10241768         203794        2718176        1133453        1133229         203706         203382        2717551         616150        1227147
              2              1      174388855        1079074        9000000        2199552        1545692            505              0         653355      13.000000      61.439606           -nan     354.884766      19.376539       98003250       8.487289      10.889250      25.762861        6963046         162598        2036954         904738         904926         162535         162327        2036512         491028         982916
              3              1      194956344        1405766       11000000        2465230        1777776            608              0         686846      13.000000      61.177631           -nan     362.862488      17.723305      103026900       8.357222       9.366081      22.657331        8705449         170679        2294551         949911         950050         170605         170390        2294017         516456        1033734
              4              1      182249977        1003648       11000000        2450756        1771755            607              0         678394      13.000001      51.283360           -nan     346.844757      16.568180      101759100       7.317353       9.250828      21.390673        8717701         168457        2282299         938182         938278         168381         168210        2281768         510184        1021090
              5              1      178095176         893139       11000000        2462052        1776423            596              0         685033      13.000001      42.979866           -nan     338.840851      16.190470      102754950       6.849111       9.341359      21.101561        8708135         170187        2291865         947374         947504         170113         169922        2291343         515111        1030863
              6              1      120822399         615383        7000000        1623397        1168346            497              0         454554      13.000000      43.313885           -nan     346.857941      17.260344       68183100       7.519900       9.740443      22.523666        5489653         113050        1510347         629248         629316         113000         112783        1509900         341771         684241
              7              1      171445533        1164718       10000000        2234657        1613483            557              0         620617      13.000001      63.380611           -nan     354.858917      17.144554       93092550       7.835299       9.309256      22.023148        7919495         154152        2080505         858177         858312         154082         153968        2080018         466649         934058
              8              1      189608373        1233884       11000000        2466720        1778474            689              0         687557      13.000000      50.454281           -nan     354.860992      17.237123      103133550       7.861348       9.375777      22.180651        8704238         170958        2295762         950989         951165         170888         170630        2295143         516927        1034913
              9              1      200708129        1090446       12000000        2689572        1939409            675              0         749488      12.999999      44.955555           -nan     346.846619      16.725677      112423200       7.357077       9.368600      21.663115        9496652         186224        2503348        1036637        1036772         186139         185900        2502758         563588        1128046
             10              1      226663056        1008834       14000000        3133800        2261247            756              0         871797      13.000000      43.777779           -nan     338.845734      16.190218      130769550       6.849536       9.340682      21.100336       11082944         216744        2917056        1205327        1205580         216649         216401        2916395         655396        1311870
             11              1      353936658        2223250       21000000        4752204        3427311           1160              0        1323733      13.000000      51.793102           -nan     346.850983      16.854128      198559950       7.398890       9.455235      21.863720       16576725         328929        4423275        1830997        1831236         328777         328366        4422267         995367        1992025
             12              1      290492235        2211699       16000000        3639873        2607849           1069              0        1030955      13.000000      50.723106           -nan     362.866333      18.155764      154643250       8.490562       9.665203      23.381178       12616591         256464        3383409        1427073        1427250         256359         255771        3382445         775184        1551880
             13              1      171674111        1002381        9000000        2177627        1536808            471              0         640348      13.000000      56.197453           -nan     354.891754      19.074902       96052200       8.402434      10.672466      25.250469        6981590         159217        2018410         886710         886852         159158         159048        2017998         481300         963246
             14              1      185822235        1216240       11000000        2480823        1784058            599              0         696166      13.000000      52.776295           -nan     346.850067      16.892931      104424900       7.399758       9.493173      21.951385        8692191         173014        2307809         963066         963183         172938         172672        2307286         523494        1047741
             15              1      147863112         813980        9000000        2033181        1461123            504              0         571554      13.000001      60.166668           -nan     338.849579      16.429234       85733100       6.903335       9.525901      21.518982        7108906         142087        1891094         790749         790859         142024         141776        1890653         429778         860229
