           tile     partscheme          cycle    flushcycles       accesses     L2accesses        locxfer       ctocxfer       ptopxfer        memxfer         locAAT        ctocAAT        ptopAAT         memAAT       totalAAT      memcycles     ahopcycles     amemnohops   amemwithhops        L1reads     L1rdMisses       L1writes     L1wrMisses      L1wrBacks        L2reads     L2rdMisses       L2writes     L2wrMisses      L2wrBacks
              0              1      166346775        8893172        9499999        2159232        1489069           5384              0         664779      12.999999      60.402676           -nan     337.492950      17.510187       99716850       7.013677      10.496511      23.616657        7492050         151283        2007949         838847         839011         150638         149920        2003210         514859        1034731
              1              1      216775108       12820931       12200000        2735756        1892602           7020              0         836134      13.000000      51.676922           -nan     345.442078      17.768452      125420100       7.488115      10.280335      23.675072        9654088         189844        2545912        1052879        1053069         189031         188134        2539705         648000        1302784
              2              1      223623164       13050281       11700000        2694436        1841027           6842              0         846567      13.000001      53.230343           -nan     353.538452      19.113091      126985050       8.259667      10.853423      25.580683        9198956         193392        2501044        1072427        1072658         192571         191642        2495023         654925        1316114
              3              1      217750183       14669706       11400000        2581303        1781710           6341              0         793252      13.000000      58.870052           -nan     361.482056      19.100893      118987800       8.663367      10.437527      25.153191        8999088         180391        2400912        1000147        1000342         179627         178742        2395335         614510        1234918
              4              1      211112340       11376946       11700000        2646654        1821717           6788              0         818149      12.999999      50.251621           -nan     345.476471      18.043789      122722350       7.554700      10.489090      24.158224        9239585         186239        2460415        1032315        1032583         185443         184627        2454423         633522        1273631
              5              1      194643426        8676279       11300000        2530649        1748934           6382              0         775333      13.000000      45.307114           -nan     337.416351      17.225082      116299950       6.933051      10.292031      23.151331        8945385         176034        2354615         976096         976296         175251         174455        2349016         600878        1207700
              6              1      192945134        9514649       10700000        2428005        1674469           6068              0         747468      12.999999      44.694794           -nan     345.446289      18.032255      112120200       7.553732      10.478523      24.131781        8442060         170065        2257940         943050         943241         169343         168526        2252594         578942        1163251
              7              1      198355208       11543776       10500000        2399495        1644616           6270              0         748609      13.000000      51.421051           -nan     353.512482      18.890972      112291350       8.196558      10.694414      25.204060        8271270         170765        2228730         947267         947429         170061         169197        2223164         579412        1164721
              8              1      212078906       12336116       11159944        2573793        1766056           6706              0         801031      13.000000      50.141663           -nan     353.519562      19.003582      120154650       8.236981      10.766600      25.374691        8769042         182891        2390902        1013681        1013489         182125         181211        2384962         619820        1240183
              9              1      196659942        9764041       10800000        2466998        1697059           5908              0         764031      13.000001      43.804333           -nan     345.463776      18.209253      114604650       7.597713      10.611542      24.439354        8507007         174005        2292993         964707         964923         173274         172497        2287816         591534        1188487
             10              1      221454191        9289298       12300000        2852718        1952835           7107              0         892776      13.000001      44.980583           -nan     337.511536      18.004406      133916400       7.116894      10.887512      24.497740        9651395         204113        2648605        1130606        1130960         203274         202306        2642337         690470        1387958
             11              1      244354097       13655465       13700000        3078669        2127199           7823              0         943647      13.000000      51.915249           -nan     345.444275      17.836065      141547050       7.504164      10.331902      23.793974       10835649         214318        2864351        1188774        1188981         213353         212381        2857493         731266        1469980
             12              1      242639194       17386733       12700000        2875677        1984344           7148              0         884185      13.000000      55.067150           -nan     361.467194      19.105450      132627750       8.662318      10.443130      25.165659       10025258         200935        2674742        1115310        1115440         200062         199092        2668467         685093        1376901
             13              1      216972522       13282533       11800000        2653119        1833688           6628              0         812803      13.000000      50.269161           -nan     353.445068      18.387503      121920450       8.055261      10.332241      24.345865        9331632         184751        2468368        1023523        1023787         183940         183049        2462551         629754        1265386
             14              1      197132409       11121455       11000000        2485929        1717456           6329              0         762144      13.000000      48.024490           -nan     345.447754      17.921129      114321600       7.528255      10.392873      23.934629        8687324         173253        2312676         960885         961062         172508         171673        2307092         590471        1186827
             15              1      182967349        9701788       10500000        2373714        1637020           6237              0         730457      13.000000      56.831650           -nan     337.489166      17.425461      109568550       6.990362      10.435101      23.478222        8292443         166157        2207557         921697         921859         165453         164658        2202024         565799        1137847
