           tile     partscheme          cycle    flushcycles       accesses     L2accesses        locxfer       ctocxfer       ptopxfer        memxfer         locAAT        ctocAAT        ptopAAT         memAAT       totalAAT      memcycles     ahopcycles     amemnohops   amemwithhops        L1reads     L1rdMisses       L1writes     L1wrMisses      L1wrBacks        L2reads     L2rdMisses       L2writes     L2wrMisses      L2wrBacks
              0              1      127894713        3179408        7199999        1619961        1117201              0              0         502760      13.001992           -nan           -nan     342.196564      17.763157       75414000       7.288989      10.474168      23.894831        5692987         112949        1507012         627310         627467         112949         112817        1507012         389943         780200
              1              1      196924244        6068388       10700000        2416368        1663898              0              0         752470      13.001945           -nan           -nan     349.927490      18.404135      112870500       7.855490      10.548644      24.608406        8452807         169175        2247193         939671         939898         169175         168992        2247193         583478        1167410
              2              1      210267724        7704588       11159944        2507905        1730052              0              0         777853      13.001704           -nan           -nan     358.031586      18.841290      116677950       8.386223      10.455066      24.954958        8826573         174534        2333371         969982         969752         174534         174381        2333371         603472        1201288
              3              1      171468202        7218868        8800000        1983462        1366868              0              0         616594      13.001163           -nan           -nan     366.102844      19.485023       92489100       8.974898      10.510125      25.651911        6955111         138573        1844889         769724         769915         138573         138397        1844889         478197         956780
              4              1      201124922        6173480       10900000        2468741        1700812              0              0         767929      13.001706           -nan           -nan     350.171753      18.451828      115189350       7.883997      10.567830      24.670370        8603953         172694        2296047         959304         959525         172694         172450        2296047         595479        1191400
              5              1      263025060        6587420       15000000        3347206        2316147              0              0        1031059      13.001351           -nan           -nan     341.990601      17.535004      154658850       7.224414      10.310590      23.507498       11883915         231121        3116085        1283910        1284242         231121         230953        3116085         800106        1600876
              6              1      278966422        8567032       15100000        3426419        2360369              0              0        1066050      13.001108           -nan           -nan     350.045258      18.474598      159907500       7.884696      10.589901      24.712965       11913264         239683        3186736        1331630        1331970         239683         239495        3186736         826555        1653790
              7              1      204351168        7389756       10700000        2439822        1682372              0              0         757450      13.002420           -nan           -nan     358.192902      19.098240      113617500       8.479782      10.618459      25.356375        8430746         170568        2269254         946279         946622         170568         170403        2269254         587047        1174780
              8              1      221881538        8021676       11600000        2639728        1815065              0              0         824663      13.002922           -nan           -nan     357.841980      19.127718      123699450       8.463973      10.663746      25.439573        9145957         185685        2454043        1030925        1031241         185685         185525        2454043         639138        1278908
              9              1      274096572        8497124       15000000        3380109        2335754              0              0        1044355      13.002177           -nan           -nan     349.996185      18.273106      156653250       7.829555      10.443550      24.368017       11854435         234544        3145565        1302527        1302863         234544         234292        3145565         810063        1620798
             10              1      303609078        7333400       16700000        3837866        2635071              0              0        1202795      13.000930           -nan           -nan     341.856720      18.180185      180419250       7.376636      10.803548      24.621769       13133113         270979        3566887        1506335        1506659         270979         270799        3566887         931996        1864640
             11              1      209179942        6287788       11100000        2558109        1755216              0              0         802893      13.002277           -nan           -nan     350.191620      18.845039      120433950       7.995134      10.849906      25.330307        8722927         181036        2377073        1006046        1006283         181036         180856        2377073         622037        1244548
             12              1      157750444        6632216        8100000        1833888        1267645              0              0         566243      13.001830           -nan           -nan     366.285950      19.475365       84936450       8.989382      10.485981      25.605783        6393312         127200        1706688         706573         706738         127200         127080        1706688         439163         878656
             13              1      231043458        8243916       11900000        2728497        1867169              0              0         861328      13.002410           -nan           -nan     358.110352      19.415417      129199200       8.558341      10.857076      25.920208        9365721         194218        2534279        1079214        1079475         194218         194079        2534279         667249        1335022
             14              1      210141794        6420176       11300000        2583457        1778801              0              0         804656      13.001494           -nan           -nan     349.917847      18.596619      120698400       7.915344      10.681274      24.917122        8897712         181169        2402288        1006185        1006473         181169         181026        2402288         623630        1247836
             15              1      138773040        3386736        7700000        1753537        1206286              0              0         547251      13.001257           -nan           -nan     342.325653      18.022472       82087650       7.361739      10.660733      24.329618        6069699         123236        1630301         684287         684449         123236         123050        1630301         424201         848726
