           tile     partscheme          cycle    flushcycles       accesses     L2accesses        locxfer       ctocxfer       ptopxfer        memxfer         locAAT        ctocAAT        ptopAAT         memAAT       totalAAT      memcycles     ahopcycles     amemnohops   amemwithhops        L1reads     L1rdMisses       L1writes     L1wrMisses      L1wrBacks        L2reads     L2rdMisses       L2writes     L2wrMisses      L2wrBacks
              0              1      128808242         691083        7999999        1785982        1290215           2805              0         492962      13.000000      68.736900           -nan     339.062439      16.101032       73944300       6.857994       9.243039      20.893114        6337148         123131        1662851         685685         685835         123083         122963        1660094         369999         742637
              1              1      218275022        1175714       12959944        2921968        2101723           5536              0         814709      13.000000      52.316475           -nan     347.063080      16.842281      122206350       7.412738       9.429543      21.817642       10241768         203792        2718176        1135308        1135084         203704         203382        2712728         611327        1222684
              2              1      174050641         980994        9000000        2199553        1545693           3777              0         650083      12.999999      61.462273           -nan     355.086365      19.338961       97512450       8.504244      10.834717      25.648399        6963046         162599        2036954         905995         906183         162535         162326        2033241         487757         980000
              3              1      194534275        1267134       11000000        2465230        1777776           4405              0         683049      13.000000      61.510784           -nan     363.085632      17.684935      102457350       8.370630       9.314304      22.545935        8705449         170679        2294551         951371         951510         170605         170390        2290220         512659        1029950
              4              1      181823301         906220       11000000        2450756        1771755           4475              0         674526      13.000001      51.583687           -nan     347.044922      16.529390      101178900       7.331309       9.198081      21.280983        8717701         168457        2282299         939668         939764         168381         168210        2277900         506316        1017306
              5              1      177648047         799585       11000000        2462051        1776422           4517              0         681112      13.000000      43.767765           -nan     339.018860      16.149822      102166800       6.861932       9.287890      20.991800        8708135         170186        2291865         948883         949013         170112         169922        2287422         511190        1026710
              6              1      120502230         554663        7000000        1623398        1168347           3118              0         451933      13.000000      43.673508           -nan     347.037506      17.214605       67789950       7.530326       9.684278      22.405386        5489653         113051        1510347         630257         630325         113000         112782        1507280         339151         681813
              7              1      171090148        1050791       10000000        2234657        1613483           4112              0         617062      13.000001      63.702335           -nan     355.095917      17.109015       92559300       7.853085       9.255930      21.911619        7919495         154152        2080505         859545         859680         154082         153968        2076463         463094         930601
              8              1      189106076        1108956       11000000        2466718        1778472           4816              0         683430      13.000000      49.478405           -nan     355.065338      17.191462      102514500       7.871962       9.319500      22.060209        8704238         170956        2295762         952577         952753         170886         170630        2291016         512800        1030989
              9              1      200186042         979480       12000000        2689571        1939408           5008              0         745155      13.000000      44.892971           -nan     347.029663      16.682171      111773250       7.367733       9.314437      21.549240        9496652         186223        2503348        1038303        1038438         186138         185900        2498425         559255        1123708
             10              1      226071623         902659       14000000        3133800        2261247           5927              0         866626      13.000000      43.647884           -nan     339.029755      16.147972      129993900       6.862694       9.285279      20.986572       11082944         216744        2917056        1207316        1207569         216649         216401        2911224         650225        1306649
             11              1      353131305        1993299       21000000        4752204        3427311           8483              0        1316410      13.000000      51.657314           -nan     347.047028      16.815777      197461500       7.412848       9.402928      21.755054       16576725         328929        4423275        1833811        1834050         328777         328366        4414944         988044        1984157
             12              1      289745090        1988568       16000000        3639874        2607849           7044              0        1024981      13.000000      50.080067           -nan     363.086792      18.109068      153747150       8.499871       9.609197      23.259815       12616591         256465        3383409        1429380        1429558         256359         255771        3376471         769210        1546199
             13              1      171424500         898219        9000000        2177627        1536808           3346              0         637473      13.000000      56.904362           -nan     355.167084      19.047167       95620950       8.422617      10.624550      25.156603        6981590         159217        2018410         887816         887958         159158         159048        2015123         478425         959965
             14              1      185390491        1100215       11000000        2480821        1784056           4543              0         692222      13.000000      52.215935           -nan     347.050964      16.853682      103833300       7.414290       9.439390      21.839664        8692191         173012        2307809         964582         964699         172936         172672        2303342         519550        1043930
             15              1      147584951         732873        9000000        2033181        1461123           3641              0         568417      13.000001      60.520462           -nan     339.068146      16.398327       85262550       6.924711       9.473617      21.414677        7108906         142087        1891094         791955         792065         142024         141776        1887516         426641         856952
