           tile     partscheme          cycle    flushcycles       accesses     L2accesses        locxfer       ctocxfer       ptopxfer        memxfer         locAAT        ctocAAT        ptopAAT         memAAT       totalAAT      memcycles     ahopcycles     amemnohops   amemwithhops        L1reads     L1rdMisses       L1writes     L1wrMisses      L1wrBacks        L2reads     L2rdMisses       L2writes     L2wrMisses      L2wrBacks
              0              1      262848879       13489752       11079999        2546547        1367075              0              0        1179472      13.000092           -nan           -nan     336.080231      23.722826      176920800       7.755242      15.967583      35.775925        8719490         186038        2360509        1008000        1009160         186038         185911        2360509         993561        1989446
              1              1      270621797       17315823       11260000        2544926        1377563              0              0        1167363      13.000137           -nan           -nan     344.085358      24.033907      175104450       8.482890      15.551017      35.672516        8898017         182943        2361983         989441         990655         182943         182818        2361983         984545        1971520
              2              1      284729571       21639507       11380000        2581717        1392952              0              0        1188765      13.000102           -nan           -nan     352.080475      25.020172      178314750       9.351039      15.669135      36.778645        8984819         186536        2395181        1009251        1010450         186536         186396        2395181        1002369        2007144
              3              1      282687619       24670545       10810000        2474949        1330711              0              0        1144238      13.000194           -nan           -nan     360.081268      26.150566      171635700      10.273073      15.877493      38.114586        8515447         180396        2294553         975622         976865         180396         180256        2294553         963982        1930452
              4              1      300011583       19229313       12320000        2811464        1514048              0              0        1297416      13.000173           -nan           -nan     344.080444      24.351589      194612400       8.555128      15.796461      36.235023        9712589         204053        2607411        1103782        1105185         204053         203896        2607411        1093520        2189848
              5              1      274622083       14054033       11800000        2675038        1447472              0              0        1227566      13.000092           -nan           -nan     336.083618      23.273058      184134900       7.668406      15.604652      34.963120        9317767         192805        2482233        1042859        1044143         192805         192703        2482233        1034863        2072294
              6              1      268571905       17204929       11100000        2519170        1359032              0              0        1160138      13.000056           -nan           -nan     344.082031      24.195667      174020700       8.518126      15.677541      35.962399        8762678         181848        2337322         984989         986092         181848         181709        2337322         978429        1959066
              7              1      281976424       21445368       11200000        2556245        1377823              0              0        1178422      13.000001           -nan           -nan     352.078247      25.176466      176763300       9.394029      15.782437      37.044353        8828831         185076        2371169        1002056        1003237         185076         184954        2371169         993468        1989302
              8              1      294838565       22390323       11860000        2678604        1449151              0              0        1229453      13.000092           -nan           -nan     352.086029      24.859913      184417950       9.310339      15.549574      36.498585        9373935         192539        2486065        1042042        1043276         192539         192409        2486065        1037044        2076556
              9              1      259961250       16660456       10720000        2435969        1312513              0              0        1123456      13.000149           -nan           -nan     344.085297      24.250116      168518400       8.530116      15.720000      36.060139        8460446         176415        2259554         954114         955321         176415         176283        2259554         947173        1896762
             10              1      262594173       13452367       11260000        2554019        1379599              0              0        1174420      13.000001           -nan           -nan     336.084564      23.320974      176163000       7.675948      15.645027      35.053680        8890006         184025        2369994         996423         997572         184025         183895        2369994         990525        1983354
             11              1      284071146       18184050       11770000        2667524        1441104              0              0        1226420      13.000073           -nan           -nan     344.084625      24.135185      183963000       8.505364      15.629823      35.853207        9294932         192456        2475068        1042259        1043472         192456         192325        2475068        1034095        2070618
             12              1      300889097       26268611       11520000        2634061        1416340              0              0        1217721      13.000382           -nan           -nan     360.079590      26.118845      182658150      10.263103      15.855742      38.062195        9077391         191452        2442609        1035862        1037146         191452         191277        2442609        1026444        2055458
             13              1      294586157       22415427       11720000        2666344        1435321              0              0        1231023      13.000030           -nan           -nan     352.080688      25.135336      184653450       9.379924      15.755414      36.981178        9246683         193027        2473317        1044716        1045976         193027         192872        2473317        1038151        2078824
             14              1      290727679       18625033       11990000        2727238        1470977              0              0        1256261      13.000046           -nan           -nan     344.081177      24.247513      188439150       8.531154      15.716360      36.051357        9459966         197204        2530034        1066373        1067718         197204         197075        2530034        1059186        2121062
             15              1      264140345       13549386       11169944        2556941        1372150              0              0        1184791      13.000041           -nan           -nan     336.077820      23.647419      177718650       7.736986      15.910434      35.647625        8799235         186232        2370709        1009314        1009988         186232         186085        2370709         998706        1997956
