           tile     partscheme          cycle    flushcycles       accesses     L2accesses        locxfer       ctocxfer       ptopxfer        memxfer         locAAT        ctocAAT        ptopAAT         memAAT       totalAAT      memcycles     ahopcycles     amemnohops   amemwithhops        L1reads     L1rdMisses       L1writes     L1wrMisses      L1wrBacks        L2reads     L2rdMisses       L2writes     L2wrMisses      L2wrBacks
              0              1      263793610       24366651       11079999        2553173        1373701         172523              0        1006949      12.999999      58.103725           -nan     358.879303      23.808090      151042350      10.176107      13.631983      32.614910        8719490         192664        2360509        1064877        1065588         185179         178426        2195471         828523        1824699
              1              1      267779038       25156966       11260000        2551702        1384339         166099              0        1001264      13.000001      51.473812           -nan     364.836456      23.781443      150189600      10.443112      13.338330      32.442059        8898017         189719        2361983        1043506        1044243         182020         175119        2203583         826145        1811332
              2              1      280477441       28838063       11380000        2588551        1399786         170666              0        1018099      13.000000      52.053543           -nan     372.986267      24.646524      152714850      11.226941      13.419582      33.368801        8984819         193370        2395181        1064998        1065764         185650         178676        2232235         839423        1843736
              3              1      279951420       33290284       10810000        2481477        1337239         165437              0         978801      13.000001      57.820168           -nan     382.954529      25.897449      146820150      12.315566      13.581882      34.674957        8515447         186924        2294553        1029899        1030682         179481         172813        2136559         805988        1770457
              4              1      295918787       27986714       12320000        2818941        1521525         188046              0        1109370      12.999999      50.850929           -nan     364.602417      24.019382      166405500      10.512443      13.506940      32.831085        9712589         211530        2607411        1165405        1166260         203036         195402        2427859         913968        2007984
              5              1      269585185       20809010       11800000        2682144        1454578         173184              0        1054382      13.000000      44.383869           -nan     354.513672      22.846203      158157300       9.443042      13.403161      31.677359        9317767         199911        2482233        1099391        1100208         191909         184701        2317051         869681        1905842
              6              1      261933185       22739224       11100000        2525886        1365748         167164              0         992974      13.000000      44.537796           -nan     362.504028      23.597584      148946100      10.179017      13.418568      32.428566        8762678         188564        2337322        1039656        1039920         180970         174115        2177752         818859        1796564
              7              1      277044110       28875470       11200000        2562986        1384564         171438              0        1006984      13.000000      51.209358           -nan     372.798492      24.736080      151047600      11.249688      13.486393      33.518047        8828831         191817        2371169        1058310        1059033         184190         177327        2207358         829657        1823643
              8              1      290168100       30031118       11860000        2685794        1456341         174667              0        1054786      12.999999      50.723907           -nan     372.654907      24.466112      158217900      11.125649      13.340464      33.142593        9373935         199729        2486065        1098955        1099702         191605         184285        2319522         870501        1908269
              9              1      253435848       22111433       10720000        2442451        1318995         160954              0         962502      13.000001      43.927917           -nan     362.348541      23.641403      144375300      10.173558      13.467845      32.533691        8460446         182897        2259554        1006637        1007367         175521         168907        2105976         793595        1738883
             10              1      256971199       20006815       11260000        2560834        1386414         169644              0        1004776      13.000000      44.149818           -nan     354.384430      22.821598      150716400       9.436483      13.385116      31.623177        8890006         190840        2369994        1051816        1052480         183101         176156        2208089         828620        1821979
             11              1      280976812       26655461       11770000        2674622        1448202         173614              0        1052806      13.000000      50.971199           -nan     364.678436      23.872286      157920900      10.455048      13.417238      32.619850        9294932         199554        2475068        1098963        1099675         191508         184279        2309500         868527        1902346
             12              1      296958017       35602047       11520000        2640976        1423255         180104              0        1037617      13.000001      56.921555           -nan     382.809235      25.777605      155642550      12.266968      13.510637      34.479980        9077391         198367        2442609        1095051        1095831         190477         183387        2270395         854230        1883823
             13              1      289219321       29821439       11720000        2673433        1442410         180568              0        1050455      13.000000      51.363476           -nan     372.811737      24.677418      157568250      11.233027      13.444390      33.414841        9246683         200116        2473317        1103847        1104621         192085         184841        2300780         865614        1907160
             14              1      286743301       27219601       11990000        2734536        1478275         183558              0        1072703      13.000001      51.445591           -nan     364.706299      23.915203      160905450      10.495234      13.419971      32.628986        9459966         204502        2530034        1126540        1127423         196278         188851        2354700         883852        1946642
             15              1      264688580       24103776       11169944        2563646        1378855         174579              0        1010212      13.000001      57.289280           -nan     358.810699      23.696499      151531800      10.130470      13.566031      32.450912        8799235         192937        2370709        1066751        1067029         185386         178534        2203681         831678        1830422
